"name","iata_code","country_code"
"Arquilhué Airport",NA,"CL"
"Arrabury Airport","AAB","AU"
"Arraial d`Ajuda Airport",NA,"BR"
"Arraias Airport","AAI","BR"
"Arras-Roclincourt","QRV","FR"
"Arroio Grande Airport",NA,"BR"
"Arroyo Barril Airport","EPS","DO"
"Arrozeira Airport",NA,"BR"
"Arso Airport","ARJ","ID"
"Arsuk Heliport","JRK","GL"
"Artesia Municipal Airport","ATS","US"
"Arthur N Neu Airport","CIN","US"
"Arthur's Town Airport","ATC","BS"
"Arua Airport","RUA","UG"
"Aruanã Airport",NA,"BR"
"Arubiddy Airport",NA,"AU"
"Arugam Bay Lagoon Waterdrome","AYY","LK"
"Arusha Airport","ARK","TZ"
"Arutua Airport","AXR","PF"
"Arvaikheer Airport","AVK","MN"
"Arviat Airport","YEK","CA"
"Yiershi Airport","YIE","CN"
"Aryktakh Airport",NA,"RU"
"Arzanah Airport",NA,"AE"
"As Salif Airport",NA,"YE"
"Asa Delta Airport",NA,"BR"
"Asaba International Airport","ABB","NG"
"Asapa","APP","PG"
"Asau Airport","AAU","WS"
"ASB Bank Centre Heliport",NA,"NZ"
"Ascazubi Airport",NA,"EC"
"Ascencion de Guarayos Airport","ASC","BO"
"Aschaffenburg",NA,"DE"
"Aschersleben",NA,"DE"
"Ascochinga Airport",NA,"AR"
"Ascot Racecourse Heliport",NA,"GB"
"Aseki Airport","AEK","PG"
"Asele",NA,"SE"
"Aserradero Azacualpa Airport",NA,"HN"
"Aserradero El Encino Airport",NA,"HN"
"Ashburton Aerodrome","ASG","NZ"
"Ashburton Downs Airport",NA,"AU"
"Ashe County Airport",NA,"US"
"Asheboro Regional Airport",NA,"US"
"Ashford Airport",NA,"AU"
"Ashland Regional Airport",NA,"US"
"Ashland Municipal Airport-Sumner Parker Field","AHM","US"
"Ashley Municipal Airport","ASY","US"
"Ashton Airport",NA,"ZA"
"Asiago Airport",NA,"IT"
"Asirim","ASZ","PG"
"Asistencia Pública Dr. Alejandro del Río Heliport",NA,"CL"
"Asociación Chilena de Seguridad Heliport",NA,"CL"
"Asosa Airport","ASO","ET"
"Assa-Gueyla Airport",NA,"DJ"
"Assab International Airport","ASA","ER"
"Assouindé Airport","ABJ","CI"
"Assumption Island Airport",NA,"SC"
"Assunção do Içana Airport",NA,"BR"
"Astana Nursultan Nazarbayev International Airport","NQZ","KZ"
"Astove Island Airport",NA,"SC"
"Astral Airport",NA,"BR"
"Astypalaia Airport","JTY","GR"
"Atacalco Sul Airport",NA,"CL"
"Ibarra / Atahualpa",NA,"EC"
"Ataq Airport","AXK","YE"
"Atar Airport","ATR","MR"
"Atauro Airport","AUT","TL"
"Atbara Airport","ATB","SD"
"Atbasar Airport","ATX","KZ"
"Atena Airport",NA,"BR"
"Ath-Ghislenghien",NA,"BE"
"Ath/Isieres Airport",NA,"BE"
"Athabasca Airport",NA,"CA"
"Athboy",NA,"IE"
"Atherton Airport",NA,"AU"
"Ati","ATV","TD"
"Atico",NA,"PE"
"Atikokan Municipal Airport","YIB","CA"
"Atirro Airport",NA,"CR"
"Atizapan-Jimenez Cantu Airport","AZP","MX"
"Atka Airport","AKB","US"
"Atkamba Airport","ABP","PG"
"Atkinson Municipal Airport","PTS","US"
"Atlantic Municipal Airport","AIO","US"
"Atlântico Offices Heliport",NA,"BR"
"Atlântida Ilhas Park Heliport",NA,"BR"
"Atlântida Heliport",NA,"BR"
"Atlantis Heliport",NA,"BR"
"Atley Airport",NA,"AU"
"Atlin Airport",NA,"CA"
"Atmautluak Airport","ATT","US"
"Atoka Municipal Airport",NA,"US"
"Atqasuk Edward Burnell Sr. Memorial Airport","ATK","US"
"Atrium VI.com Heliport",NA,"BR"
"Atsinanana Airport","ILK","MG"
"Attawapiskat Airport","YAT","CA"
"Attilio Tinelli Heliport",NA,"BR"
"Attapeu International Airport","AOU","LA"
"Attu Heliport","QGQ","GL"
"Atula Airport",NA,"AU"
"Atwood-Rawlins County City-County Airport",NA,"US"
"Aua Island Airport","AUI","PG"
"Auaris Airport",NA,"BR"
"Aubenas-Ardeche meridionale","OBS","FR"
"Aubenasson",NA,"FR"
"Aubeville",NA,"CG"
"Aubigny-sur-Nere",NA,"FR"
"Auburn Medical (Wyatt Park) Helicopter Landing Site",NA,"AU"
"Auca",NA,"HN"
"Aeroport Auch - Gers",NA,"FR"
"Illapel Auco Airport",NA,"CL"
"Audubon County Airport",NA,"US"
"Auerbach Airport",NA,"DE"
"Augathella Airport",NA,"AU"
"Augusta State Airport","AUG","US"
"Augusto Vergara Airport",NA,"PA"
"Augustus Downs Airport","AUD","AU"
"Aukland Hospital Helipad","XNZ","NZ"
"Aumo Airport","AUV","PG"
"Aupaluk Airport","YPJ","CA"
"Aur Island Airport","AUL","MH"
"Aurangabad Airport","IXU","IN"
"Auriflama Airport",NA,"BR"
"Aurora Municipal Airport",NA,"US"
"Aurora Municipal Airport","AUZ","US"
"La Aurora Heliport",NA,"CL"
"Aurora State Airport",NA,"US"
"Aurukun Airport","AUU","AU"
"Aus Airport",NA,"NA"
"Aussenkehr Airport",NA,"NA"
"Austin Airport","ASQ","US"
"Austin Municipal Airport","AUM","US"
"Austin Executive Airport","EDC","US"
"Austral Downs Airport","AWP","AU"
"AUTEC Heliport",NA,"BS"
"Auto Viação Reginas II Heliport",NA,"BR"
"Auto Viação Reginas Heliport",NA,"BR"
"Autoridad Portuaria de Barcelona Heliport",NA,"ES"
"Autovias Heliport",NA,"BR"
"Autun-Bellevue",NA,"FR"
"Auvergne Airport","AVG","AU"
"Auxerre-Branches","AUF","FR"
"Auxiliary Airfield","GBI","BS"
"Ava Bill Martin Memorial Airport",NA,"US"
"Avallon",NA,"FR"
"Avalon Heliport",NA,"NZ"
"Avanavero Airstrip",NA,"SR"
"Befandriana Airport","WBD","MG"
"Avare-Arandu Airport","QVP","BR"
"Avelino Vieira Airport","AAG","BR"
"Avenger Field","SWW","US"
"Avernas-le-Bauduin Airport",NA,"BE"
"Avesta",NA,"SE"
"Base de Aviacao de Taubate Airport","QHP","BR"
"Aviador Mário Luiz Spinelli Airport",NA,"BR"
"Avibrás II Heliport",NA,"BR"
"Avignon-Caumont","AVN","FR"
"Aviosuperficie ""Alvaro Leonardi""",NA,"IT"
"Aviosuperficie Cecina",NA,"IT"
"Aviosuperficie G. Carrer",NA,"IT"
"Aviosuperficie Sant'Illuminato",NA,"IT"
"Pontedera Airport",NA,"IT"
"Avon Downs Airport",NA,"AU"
"Avon Park Executive Airport","AVO","US"
"Avonmore Airport",NA,"AU"
"Avord",NA,"FR"
"Avstal Airport",NA,"BR"
"Haimarao Airfield","AVU","SB"
"Awaba Airport","AWB","PG"
"Awang Airport","CBO","PH"
"Awantipur Air Force Station",NA,"IN"
"Awaruwaunau",NA,"GY"
"Awasa Airport","AWA","ET"
"Aweil Airport",NA,"SS"
"La Axarquía-Leoni Benabu Airport",NA,"ES"
"Axum Airport","AXU","ET"
"Ay-Pim Airport",NA,"RU"
"Ayacara Airport",NA,"CL"
"Ayacucho","AYC","CO"
"Ayaguz Airport",NA,"KZ"
"Ayangue",NA,"EC"
"Ayapel Airport","AYA","CO"
"Ayawasi Airport","AYW","ID"
"Aydara Airport",NA,"RU"
"Aykhal Airport",NA,"RU"
"Ayr Airport","AYR","AU"
"AZ Middelheim heliport",NA,"BE"
"Az Sint-Jan Heliport",NA,"BE"
"Azacualpa Airport",NA,"HN"
"Azaza Airport","GSU","SD"
"Azopardo Airport",NA,"CL"
"Azua Airport",NA,"DO"
"Azul Airport",NA,"AR"
"B. Cao Viño Heliport",NA,"BR"
"Ba Airport",NA,"FJ"
"Babanakira Airport","MBU","SB"
"Babice Airport",NA,"PL"
"Babięta",NA,"PL"
"Babilonia Airport",NA,"CR"
"Babo Airport","BXB","ID"
"Babolsar Airport",NA,"IR"
"Bobruysk",NA,"BY"
"Bacabal Airport",NA,"BR"
"Bacchus Marsh Airport",NA,"AU"
"Bachaquero",NA,"VE"
"Backamo",NA,"SE"
"Baco Airport","BCO","ET"
"Bacolod Silay International Airport","BCD","PH"
"Bacon County Airport",NA,"US"
"Bácsbokod repülőtér",NA,"HU"
"Bad Berka Airport",NA,"DE"
"Bad Bramstedt Heliport",NA,"DE"
"Bad Ditzenbach",NA,"DE"
"Bad Duerkheim",NA,"DE"
"Bad Endorf/Jolling Airport",NA,"DE"
"Bad Frankenhausen Airport",NA,"DE"
"Bad Hersfeld Airfield",NA,"DE"
"Bad Kissingen",NA,"DE"
"Bad Langensalza Airport",NA,"DE"
"Bad Neuenahr-Ahrweiler",NA,"DE"
"Bad Neustadt/Saale-Grasberg Airport",NA,"DE"
"Bad Radkersburg Hospital Helipad",NA,"AT"
"Flugplatz Bad Ragaz",NA,"CH"
"Bad Sobernheim-Domberg Airport",NA,"DE"
"Bad Windsheim",NA,"DE"
"Badami Airport",NA,"US"
"Bade Airport","BXD","ID"
"Baden-Oos Airport",NA,"DE"
"Badr Air Base",NA,"IR"
"Badu Island Airport","BDD","AU"
"Baeir Airport",NA,"IS"
"Bafatá Airport",NA,"GW"
"Bafgh Airport",NA,"IR"
"Bafia Airport",NA,"CM"
"Bafoulabe Airport",NA,"ML"
"Bafoussam Airport","BFX","CM"
"Bagabag Airport",NA,"PH"
"Bagan Nyaung U Airport","NYU","MM"
"Bagani Airport","BQI","NA"
"Bagby Thirsk Prv Airport",NA,"GB"
"Bagdad Airport","BGT","US"
"Bagdarin Airport",NA,"RU"
"Bagdogra Airport","IXB","IN"
"Baglung Airport","BGL","NP"
"Bagneres-de-Luchon",NA,"FR"
"Bagnoles-de-l'Orne - Couterne",NA,"FR"
"Baguá Airport",NA,"PE"
"Bahawalnagar Airport","WGB","PK"
"Bahawalpur Airport","BHV","PK"
"Bahia Cupica","BHF","CO"
"Ilheus Jorge Amado Airport","IOS","BR"
"Bahia de los Angeles Airport","BHL","MX"
"Bahía Los Primos Heliport",NA,"CL"
"Bahia Negra Airport","BFA","PY"
"Bahia Pina Airport","BFQ","PA"
"Bahir Dar Airport","BJR","ET"
"Bahja","BJQ","OM"
"Bahovitsa Airfield",NA,"BG"
"Bahregan","IAQ","IR"
"Baia do Padre Airport",NA,"BR"
"Baião Airport",NA,"BR"
"Baicheng Chang'an Airport","DBC","CN"
"Baidoa Airport","BIB","SO"
"Baie-Comeau Airport","YBC","CA"
"Baie-Johan-Beetz Seaplane Base","YBJ","CA"
"Baigua",NA,"DO"
"Baikal Airport",NA,"AU"
"Bailleau-Armenonville",NA,"FR"
"Basse-Terre Baillif Airport","BBR","GP"
"Baimuru Airport","VMU","PG"
"Baindoung","BDZ","PG"
"Bairnsdale Airport","BSJ","AU"
"Baisy-Thy ULM",NA,"BE"
"Baitadi Airport","BIT","NP"
"Baixo Catrimani Airport",NA,"BR"
"Baixo Guandu - Aimorés Airport",NA,"BR"
"Baixo Mucajaí Airport",NA,"BR"
"Bajawa Soa Airport","BJW","ID"
"Bajhang Airport","BJH","NP"
"Bajo Verde Airport",NA,"VE"
"Bajura Airport","BJU","NP"
"Bak Airstrip",NA,"PG"
"Bakalalan Airport","BKM","MY"
"Bakblok Airport",NA,"AU"
"Bakel","BXE","SN"
"Baker Municipal Airport","BKE","US"
"Baker Municipal Airport",NA,"US"
"Baker Lake Airport","YBK","CA"
"Bakharevka Airport",NA,"RU"
"Bakhuys Airstrip",NA,"SR"
"Bakkafjoerdur Airport","BJD","IS"
"Bakki Airport",NA,"IS"
"Bakouma Airport","BMF","CF"
"Bakshi Ka Talab Air Force Station",NA,"IN"
"Bala Airport",NA,"BR"
"Joint Base Balad","XQC","IQ"
"Balaklava Airport",NA,"AU"
"Balakovo Airport","BWO","RU"
"Balbinot Airport",NA,"BR"
"Balbirini Airfield",NA,"AU"
"Balcanoona Airport","LCN","AU"
"Balchik",NA,"BG"
"Balclutha Aerodrome",NA,"NZ"
"Balder A Platform",NA,"NO"
"Baldwin County Airport","MLJ","US"
"Baleela","BJE","SD"
"Balen-Keiheuvel Airfield",NA,"BE"
"Balesin Island Airport","BSI","PH"
"Balfour Airport",NA,"AU"
"Balgair Airport",NA,"AU"
"Balgo Hill Airport","BQW","AU"
"Bali","BAJ","PG"
"Bali Airport","BLC","CM"
"Balimo Airport","OPU","PG"
"Balkanabat Airport","BKN","TM"
"Balkhash Airport","BXH","KZ"
"Belladonia Airport",NA,"AU"
"Balalae Airport","BAS","SB"
"Ballarat Airport",NA,"AU"
"Ballera Airport","BBL","AU"
"Ballidu Airport",NA,"AU"
"Ballina - Kingsford Smith Park Helipad",NA,"AU"
"Balmaceda Airport","BBA","CL"
"Balneário São Januário Airport",NA,"BR"
"Balranald Airport","BZD","AU"
"Balsas Airport","BSS","BR"
"Baltar Heliport",NA,"PT"
"Aeroportul International ""Balti-Leadoveni""","BZY","MD"
"Baltijas Helikopters heliport",NA,"LV"
"Baltrum","BMR","DE"
"Balurghat Airport","RGH","IN"
"Balzers Heliport",NA,"LI"
"Bam Airport","BXR","IR"
"Bamarni","BMN","IQ"
"Bamawm Airport",NA,"AU"
"Bambari Airport","BBY","CF"
"Bambili-Dingila Airport",NA,"CD"
"Bamboo Creek Airport",NA,"AU"
"Bambouli Airport",NA,"CF"
"Bambu Airport","BCP","PG"
"Bambuí Airport",NA,"BR"
"Bamburi Airport","BMQ","KE"
"Bamenda","BPC","CM"
"Bamfield Seaplane Base","YBF","CA"
"Bamiyan Airport","BIN","AF"
"Bämmelshed Airport",NA,"SE"
"Bamu","BMZ","PG"
"Bamyili Airport",NA,"AU"
"Ban Huoeisay Airport","HOE","LA"
"Banaer de Jacupiranga Airport",NA,"BR"
"Banaina Airport","NAF","ID"
"Bananal Airport",NA,"BR"
"Bananeira Airport",NA,"BR"
"Bananera Airport",NA,"GT"
"La Bananera",NA,"VE"
"Bancasi Airport","BXU","PH"
"Banco Bradesco Av. Paulista Heliport",NA,"BR"
"Banco Central Helipad",NA,"BR"
"Banco do Brasil Andaraí Heliport",NA,"BR"
"Banco Exterior Heliport",NA,"CL"
"Banco Induscred Heliport",NA,"BR"
"Banco Industrial Heliport",NA,"BR"
"Banco Itaú Heliport",NA,"BR"
"Banco Real S/A Heliport",NA,"BR"
"Banco Safra Heliport",NA,"BR"
"Banco Santander Heliport",NA,"BR"
"Banco Santander Heliport",NA,"CL"
"Banco Sofisa Heliport",NA,"BR"
"Banco Verde Airport",NA,"VE"
"Bandanaira Airport","NDA","ID"
"Bandar Lengeh Airport","BDH","IR"
"Bandeirantes Airport","0","BR"
"Bandeirantes Heliport",NA,"BR"
"Bandiagara Airport",NA,"ML"
"Banding Agung Airport",NA,"ID"
"Bandirma Airport","BDM","TR"
"Bandon State Airport","BDY","US"
"Bandundu Airport","FDU","CD"
"Baneh Airport",NA,"IR"
"Banespa República Heliport",NA,"BR"
"Banff Airport","YBA","CA"
"Banfora Airport","BNR","BF"
"Bang Phra Airport",NA,"TH"
"Banga Airport",NA,"CD"
"Bangamba Airport",NA,"CG"
"Bangassou","BGU","CF"
"Bangoka International Airport","FKI","CD"
"Bangula Airport",NA,"MW"
"Baniyala Airport","BYX","AU"
"Banjawarn Airport",NA,"AU"
"Banmaw Airport","BMO","MM"
"Banning Municipal Airport","BNG","US"
"Bannockburn Airport",NA,"AU"
"Bannu Airfield","BNP","PK"
"Bantayan Airport",NA,"PH"
"Bantry Aerodrome","BYT","IE"
"Banyo",NA,"CM"
"Banyumas Airport",NA,"ID"
"Banza Lute Airport",NA,"CD"
"Panzhihua Bao'anying Airport","PZI","CN"
"Baoshan Yunduan Airport","BSD","CN"
"Baotou Airport","BAV","CN"
"Bapi","BPD","PG"
"Bar-le-Duc - Les-Hauts-de-Chee",NA,"FR"
"Bar River Airport","YEB","CA"
"Bar-sur-Seine",NA,"FR"
"Bar Yehuda Airfield","MTZ","IL"
"Baraboo Wisconsin Dells Airport",NA,"US"
"Baracoa Airport","MGN","CO"
"Baradine Airport",NA,"AU"
"Barakoma Airport","VEV","SB"
"Baralaba",NA,"AU"
"Baramita Airport","BMJ","GY"
"Baranovichi",NA,"BY"
"Warm Spring Bay Seaplane Base","BNF","US"
"Barat Airport",NA,"YE"
"Barbareta",NA,"HN"
"Barberton Airport",NA,"ZA"
"Barberton Lodge Airfield",NA,"ZW"
"Barcaldine Airport","BCI","AU"
"Barcelonnette - Saint-Pons Airport","BAE","FR"
"Barcelos Airport","BAZ","BR"
"Bardahl Heliport",NA,"BR"
"Bardai-Zougra Airport",NA,"TD"
"Bardera Airport","BSY","SO"
"Bardufoss Airport","BDU","NO"
"Bareilly Airport","BEK","IN"
"Barentsburg Heliport, Heerodden",NA,"NO"
"Barillas Airport",NA,"SV"
"Barimunya Airport","BYP","AU"
"Barinas Airport","BNS","VE"
"Bario Airport","BBN","MY"
"Bariri - Aparecido O. Silva Airport",NA,"BR"
"Barisal Airport","BZL","BD"
"Kekaha, Pacific Missile Test Facility Barking Sands","BKH","US"
"Barkly Downs Airport","BKP","AU"
"Barkly East",NA,"ZA"
"Barkly Wayside Inn Airport",NA,"AU"
"Barksdale Air Force Base","BAD","US"
"Barmera Airport",NA,"AU"
"Barnaul Heliport",NA,"RU"
"Barnstable Municipal Airport-Boardman/Polando Field","HYA","US"
"Barnwell Regional Airport","BNL","US"
"Barra","BQQ","BR"
"Barra del Colorado Airport","BCL","CR"
"Barra do Bugres Airport",NA,"BR"
"Barra do Corda Airport","BDC","BR"
"Barra do Una Heliport",NA,"BR"
"Barra do Vento Airport",NA,"BR"
"Barra Grande Airport",NA,"BR"
"Barra Green Heliport",NA,"BR"
"Barra de Parismina Airport",NA,"CR"
"Barra Del Patuca Airport",NA,"HN"
"Tortuquero Airport","TTQ","CR"
"Barraba Airport",NA,"AU"
"Barracão Queimado Airport",NA,"BR"
"Barrackpore Air Force Station",NA,"IN"
"Barradale Airport",NA,"AU"
"Barradão Airport",NA,"BR"
"Barranca Airport",NA,"PE"
"Barranca De Upia","BAC","CO"
"Barranco Minas Airport","NBB","CO"
"Barreiras Airport","BRA","BR"
"Barreirinha Airport",NA,"BR"
"Barreirinha Airport",NA,"BR"
"Barreirinhas Airport","BRB","BR"
"Barriles","TOQ","CL"
"Barrio El Aterrizaje Airport",NA,"HN"
"Barrow Island Airport","BWB","AU"
"Barrow County Airport","WDR","US"
"Barrow Creek Airport",NA,"AU"
"Barrow/Walney Island Airport","BWF","GB"
"Barsalogho Airport",NA,"BF"
"Barstow Daggett County Airport","DAG","US"
"Barter Island LRRS Airport","BTI","US"
"Bartholomä-Amalienhof Airport",NA,"DE"
"Bartica A Airport","GFO","GY"
"Bartlesville Municipal Airport","BVO","US"
"Bartlett Cove Seaplane Base","BQV","US"
"Bartletts Airport","BSZ","US"
"Barton Siding Airport",NA,"AU"
"Baruun Urt Airport","UUN","MN"
"Barwon Heads Airport",NA,"AU"
"Barysiai Airport",NA,"LT"
"Baryulgil Airstrip",NA,"AU"
"Basa Air Base",NA,"PH"
"Basalto Base 5 Heliport",NA,"BR"
"Basango Mboliasa Airport","KRZ","CD"
"Basankusu Airport","BSU","CD"
"Ramagundam Basantnagar Airport","RMD","IN"
"Basco Airport","BSO","PH"
"Basengele Airport",NA,"CD"
"BASF Guaratinguetá Heliport",NA,"BR"
"BASF Imigrantes Heliport",NA,"BR"
"Bashur Airfield",NA,"IQ"
"Fernando Air Base",NA,"PH"
"Basongo Airport","BAN","CD"
"Meknes","MEK","MA"
"Lattakia","LTK","SY"
"Bastak Airport",NA,"IR"
"Bata Airport","BSG","GQ"
"Bataan (Monte Libano) Airport",NA,"CR"
"Batabanó Airport",NA,"CU"
"Batagay Airport","BQJ","RU"
"Batagay Hospital Heliport",NA,"RU"
"La Batalla Airport",NA,"VE"
"Batangafo Airport","BTG","CF"
"Batatais Airport",NA,"BR"
"Batavia Downs Airport","BVW","AU"
"Batchelor Airport",NA,"AU"
"Bateen Airport","AZI","AE"
"Batemans Bay Helipad",NA,"AU"
"Batería Dungenes Nº 1 Heliport",NA,"CL"
"Batesville Regional Airport","BVX","US"
"Bathpalathang Airport","BUT","BT"
"Bathurst Airport","BHS","AU"
"Bathurst Island Airport","BRT","AU"
"Bathurst Harbour Airport",NA,"AU"
"Bathurst Hospital Helipad",NA,"AU"
"Bathurst Airport","ZBF","CA"
"Batie Airport",NA,"BF"
"Batom Airport","BXM","ID"
"Batouri Airport","OUR","CM"
"Batri Airstrip",NA,"PG"
"Batsfjord Airport","BJF","NO"
"Battambang Airport","BBM","KH"
"Battery Downs Airport",NA,"AU"
"Batticaloa Airport","BTC","LK"
"Battle Mountain Airport","BAM","US"
"Batu Licin Airport","BTW","ID"
"Batu Pahat Airport",NA,"MY"
"Batuna","BPF","SB"
"Bau Airport",NA,"CD"
"Baua`s Heliport",NA,"BR"
"Baudette International Airport","BDE","US"
"Baudour Heliport",NA,"BE"
"Bauhinia Downs Airport",NA,"AU"
"La Baule-Escoublac","LBY","FR"
"Baumholder Army Air Field",NA,"DE"
"Bauminas Heliport",NA,"BR"
"Baures Airport","BVL","BO"
"Bauru-Arealva Airport","JTC","BR"
"Bauru Airport","BAU","BR"
"Bawan","BWJ","PG"
"Harun Thohir Airport","BXW","ID"
"Baxley Municipal Airport",NA,"US"
"Bay City Municipal Airport","BBC","US"
"Bay of Islands Hospital Heliport",NA,"NZ"
"Bayankhongor Airport","BYN","MN"
"Bayannur Tianjitai Airport","RLK","CN"
"Baykit Airport",NA,"RU"
"Bayovar",NA,"PE"
"Bayswater Airport",NA,"AU"
"Baytown Airport","HPY","US"
"Bazan",NA,"BG"
"Bazaruto Island Airport","BZB","MZ"
"Bazhong Enyang Airport","BZX","CN"
"Beacon Airport",NA,"AU"
"Beagle Bay Airport","BEE","AU"
"Beale Air Force Base","BAB","US"
"Bear Creek 3 Airport","BCC","US"
"Bearskin Lake Airport","XBE","CA"
"Beas De Segura",NA,"ES"
"Beatrix Airport",NA,"ZA"
"Beatty Airport","BTY","US"
"Beaudesert Hospital Helipad",NA,"AU"
"Beaufort County Airport","BFT","US"
"Beaufort MCAS",NA,"US"
"Beaufort West Airport",NA,"ZA"
"Beaufort Airport",NA,"AU"
"Beaufort",NA,"AU"
"Beaumont Municipal Airport","BMT","US"
"Beaune-Challanges","XBV","FR"
"Beauregard Regional Airport","DRI","US"
"Beauvechain Air Base",NA,"BE"
"Beauvoir Fromentine Airport",NA,"FR"
"Beaver County Airport","BFP","US"
"Beaver Creek Airport","YXQ","CA"
"Beaver Island Airport",NA,"US"
"Beaver Airport","WBQ","US"
"Bebedouro Airport",NA,"BR"
"Bebi Airport",NA,"NG"
"Beccles Airport",NA,"GB"
"Becerril Airport",NA,"CO"
"Bechar","CBH","DZ"
"Beda (M-3) Airport",NA,"LY"
"Bedarieux - La Tour-sur-Orb",NA,"FR"
"Bedford County Airport",NA,"US"
"Bedford Downs","BDW","AU"
"Bedford Aerodrome",NA,"GB"
"Bedourie Airport","BEU","AU"
"Bedwell Harbour Water Aerodrome","YBW","CA"
"Beech Factory Airport","BEC","US"
"Beech River Regional Airport",NA,"US"
"Beechworth Airport",NA,"AU"
"Beechworth Airport",NA,"AU"
"Beelen Airport",NA,"DE"
"Beer-Sheva","BEV","IL"
"Beeville Municipal Airport",NA,"US"
"Bega Hospital Heliport",NA,"AU"
"Begesin Airstrip",NA,"PG"
"Begishevo Airport","NBC","RU"
"Hyderabad Old Airport","BPM","IN"
"Behala Airport",NA,"IN"
"Behshahr Airport",NA,"IR"
"Beica Airport","BEI","ET"
"Beihai Fucheng Airport","BHY","CN"
"Beihan Airport","BHN","YE"
"Beijing Daxing International Airport","PKX","CN"
"Beijing Nanyuan Airport","NAY","CN"
"Beijing Xijiao",NA,"CN"
"Beilngries",NA,"DE"
"Beira Lake Sea Plane Base","BYV","LK"
"Beit Bridge Airport",NA,"ZW"
"Beja Airport","BYJ","PT"
"Beja Heliport",NA,"PT"
"Bekily","OVA","MG"
"Bekkevoort Heliport",NA,"BE"
"Bel'kachi Airport",NA,"RU"
"Bela Cintra Heliport",NA,"BR"
"Bela Manhã Airport",NA,"BR"
"Bela Airport",NA,"PK"
"Bela Vista Airport",NA,"BR"
"Belaga Airport","BLG","MY"
"Belgaum Airport","IXG","IN"
"Belaya Gora Airport","BGN","RU"
"Belaya Air Base",NA,"RU"
"Beledweyne Airport","BLW","SO"
"Belele Airport",NA,"AU"
"Protasio de Oliveira Airport",NA,"BR"
"Belém Novo Airport",NA,"BR"
"Belem de Sao Francisco",NA,"BR"
"Beles","PWI","ET"
"Belfast Aerodrome",NA,"ZA"
"Belfort-Chaux",NA,"FR"
"Base Belgrano II Airport",NA,"AQ"
"Bell Island Hot Springs Seaplane Base","KBE","US"
"Bella Bella (Campbell Island) Airport","ZEL","CA"
"Bella Coola Airport","QBC","CA"
"Bella Bella/Shearwater Water Aerodrome","YSX","CA"
"Bella Union Airport","BUV","UY"
"Bella Union Airport",NA,"BO"
"Bella Vista Itenez Airport",NA,"BO"
"Bella Vista Sur Airport",NA,"PY"
"Bella Vista Airport",NA,"VE"
"Bella Yella Airport","BYL","LR"
"Bellalie Airport",NA,"AU"
"Bellary Airport","BEP","IN"
"Rio Claro Airport",NA,"CL"
"Bellavista Airport",NA,"PE"
"Bellburn","BXF","AU"
"Belle Fourche Municipal Airport",NA,"US"
"Belle-Ile",NA,"FR"
"Belle Plaine Municipal Airport",NA,"US"
"Aerodrome de Bellechasse",NA,"CH"
"Bellegarde-Vouvray",NA,"FR"
"Belleville Municipal Airport",NA,"US"
"Belleville - Villie-Morgon",NA,"FR"
"Bellevue Airport",NA,"AU"
"Belley-Peyrieu",NA,"FR"
"Bellingen Medical - Connell Park HLS",NA,"AU"
"Bellona Airport","BNY","SB"
"Belluno Airport","BLX","IT"
"Belmonte Airport","BVM","BR"
"Belmullet Aerodrome","BLY","IE"
"Belo Jardim Airport",NA,"BR"
"Belo sur Tsiribihina Airport","BMD","MG"
"Beloretsk Airport","BCX","RU"
"Beloyarskiy Airport","EYK","RU"
"Belozersk Airport",NA,"RU"
"Belterra Airport",NA,"BR"
"Beluga Airport","BVU","US"
